"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"No",10482349,0.00053248,2,0.0185185,18.88,-9.15,-4.4256,1,31.1927,-17.9,20.8661,5.35,-0.98,151,769,0.292199,3.497,0.100127,0.934,0.39152,4.06331,-1.579983333,3.36,14,0.12963,4.38579E-05,25.5085,56,0.726646,0
"No",79087448,0.183706,1,0.00649351,30.47,-15.49,-7.55103,1,54.1935,-31.5,35.09402,3.4,0,138,374,-0.0932097,2.787,0.0252922,0.909,0.42281,99.8,-1.431441259,2.19,27,0.175325,0.009723,10.324,53,27.8245,213
"No",184031419,0.00034944,8,0.0519481,40.08,-12.3,-6.58063,2,46.4516,-34.7,37.37073,4.95,0,236,651,0.209149,3.425,0.0263562,0.357,0.43807,99,"NA","NA",33,0.214286,1.90599E-05,0.945214,17,0.795169,0
"No",131850643,"NA","NA","NA",9.51,-9.73,-3.97481,1,25.3521,-4.49,5.955871,15.46,-704.31,231,562,0.112247,0.252,0.378805,0.538,0.34979,5.02687,-0.08655555556,0.522,9,0.128571,2.73346E-05,1.4482,2,1.43186,0
"No",9639363,0.001664,3,0.0177515,12.21,-9.84,-5.88121,47919,45.8824,-42.3,46.0766,4.66,-57.71,90,276,-0.0162391,1.263,0.0257073,0.104,0.3405,64.7412,-0.1216201835,2.72,36,0.213018,0.000188286,2.08727,8,0.454283,2
"No",55600092,0.00109824,1,0.00636943,9.89,-9.79,-4.16462,2,31.0127,-72.6,74.35535,5.4,-7.2,136,549,0.174562,2.611,0.112295,0.984,0.3652,24.982,-0.6325041379,1.57,43,0.273885,0.000113429,22.2024,15,36.8086,15
"No",42552606,"NA","NA","NA",42.26,-10.83,-5.30393,1,31.8182,-1,1.986202,5.39,0,970,2669,0.521512,2.202,0.0958372,0.268,0.40658,97.05,-0.4517651163,2.71,9,0.209302,1.47336E-05,33.2958,254,49.8393,329
"No",90737140,0.0523827,2,0.0150376,7.4,-11.26,-4.64967,1,26.1194,-22.4,24.75693,13.06,-551.28,96,398,0.139448,0.347,0.34469,0.677,0.33315,89.6811,-0.1098095238,0.322,34,0.255639,0.00351109,1.88653,28,8.31248,9
"No",26614322,0.00239617,2,0.017094,23.43,-7.86,-3.02741,3,38.9831,-27,29.22075,4.9,-1.56,33,162,0.339841,2.143,0.174458,0.769,0.29532,2.76458,-0.680799115,1.52,24,0.205128,0.000230617,0.777579,35,0.383296,8
"No",113921237,9.98405E-05,2,0.0588235,7.65,-8.82,-3.65385,980,62.8571,-9.2,9.960639,4.78,-37.49,164,696,0.0925588,0.555,0.0225882,0.052,0.3781,40.5902,-0.1896,0.316,10,0.294118,7.30161E-05,2.52288,1,0.935424,4
"No",222612633,0.0957392,12,0.025641,25.67,-14.34,-7.41941,2,32.4094,-72.6,82.01871,5.92,-4.36,68,1251,0.199031,1.469,0.207753,0.997,0.33976,31.8852,-0.2634058824,0.746,70,0.149573,0.0191136,0.6054,45,0.108891,3
"No",29507750,0.000421547,9,0.0358566,34.07,-13.54,-6.105,1,46.0317,-66.4,71.11651,4.14,0,549,12323,-0.378401,1.936,0.00442993,0.266,0.34873,96.95,-1.538,1.91,45,0.179283,5.10171E-05,0.445303,12,1.51136,75
"No",149122823,0.000199681,2,0.00843882,8.79,-10.08,-5.1303,1,31.0924,-46.9,51.27273,14.34,-307.37,129,869,0.086725,0.252,0.219942,0.724,0.41647,98.7303,-0.2557518248,0.482,39,0.164557,2.29237E-05,0.322807,8,0.33203,14
"No",38176511,0.000199681,2,0.0206186,26.11,-12.71,-5.63591,1,41.8367,-13.6,14.7772,3.05,0,466,1880,-0.068252,2.397,0.0346277,0.582,0.40572,99.5,-0.8512793478,1.54,17,0.175258,1.72438E-05,2.04929,3,2.56019,12
"No",79444333,9.98405E-05,2,0.0194175,24.88,-14.15,-4.55,10,31.7308,-17.7,20.50008,"NA",0,364,1190,0.0372536,2.939,0.0885131,0.939,0.41206,97.7,-0.643537234,1.59,16,0.15534,2.0506E-05,0.305989,3,0.278385,1
"No",129344569,0.00059904,3,0.0315789,16.87,-9.6,-4.41069,2,66.6667,-45.5,47.35478,2.23,0,918,2707,-0.208174,1.956,0.00313994,0.027,0.29264,95.9,-0.7581447368,0.87,16,0.168421,0.000145254,0.855651,6,1.50854,2
"No",9570297,0.0460054,28,0.0281124,29.01,-23.88,-9.30176,1,41.8255,-273.2,297.3625,7.69,-2.36,216,824,-0.121175,3.101,0.0337965,0.995,0.32785,16.7769,-2.073202127,3.01,201,0.201807,0.00618313,0.219221,40,0.14918,19
"No",36593275,0.246256,2,0.0130719,35.25,-10.62,-4.10679,4,53.2468,-56.5,59.75992,5.84,0,516,1277,0.14659,3.009,0.0227024,0.28,0.38968,98.15,"NA","NA",31,0.202614,0.0315548,15.949,273,19.9225,614
"No",4177385,0.00675587,6,0.0392157,10.46,-12.81,-5.27,1,48.7013,-36.3,38.56207,6.47,-83.17,217,735,0.00637563,0.497,0.0324054,0.091,0.41809,98.2121,-0.4993613445,0.546,24,0.156863,0.000944162,0.662575,21,0.518594,17
"No",120166855,0.037351,1,0.00819672,15.51,-11.62,-5.46423,2,34.9593,-26.6,28.86163,14.15,-6.47,231,477,0.162906,0.839,0.0332457,0.281,0.33343,22.7469,-0.240327193,2.5,21,0.172131,0.00170807,0.980074,4,0.718828,9
"No",28601873,0.000199681,2,0.0285714,44.41,-9.39,-3.87,1,52.1127,-23.1,23.99377,7.71,0,263,857,1.35048,8.609,0.439054,1,0.42724,97,-0.9991304348,2.62,12,0.171429,2.03562E-05,3.84043,16,3.0553,20
"No",665878,0.000133121,2,0.0185185,10.43,-15.35,-5.32323,7834,54.1284,-36.4,38.07871,2.34,-33.02,27,79,0.000415579,1.94,0.0235332,0.719,0.36273,37.8629,-0.3718194444,0.517,16,0.148148,2.13886E-05,1.09894,18,0.657341,7
"No",29381894,0.00667503,6,0.028169,35.78,-12.71,-6.75687,1,43.9252,-50.7,55.41324,9.43,0,165,647,0.114075,3.52,0.0180947,0.655,0.41154,95.95,-1.744579808,2.84,38,0.178404,0.00319903,1.65623,47,2.65873,69
"No",197323750,0.0500719,60,0.0490597,7.15,-18.07,-10.3706,517198,51.0621,-685.5,"NA",15.76,-538.32,189,464,-0.00997466,3.003,0.0307405,0.724,0.35147,27.5958,-0.6323501552,1.92,509,0.41619,0.00695381,0.0722627,32,0.0713812,9
"No",38865829,0.000199681,1,0.00854701,11.7,-13.29,-5.06458,1,61.8644,-48.6,50.71332,12.74,-751.51,115,1692,0.116713,0.365,0.159995,0.63,0.3429,8.33035,-0.3246451613,0.559,17,0.145299,3.16349E-05,10.2115,53,26.4825,89
"No",21338591,0.0175192,57,0.032948,11.21,-23.22,-10.7529,350826,43.5009,-510.1,"NA",26.85,-385.87,62,221,0.0877627,4.634,0.0783235,1,0.3387,7.16738,"NA","NA",399,0.230636,0.00238318,1.54807,379,1.0702,326
"No",160227092,0.00565763,2,0.0289855,31.8,-8.22,-4.03167,1,24.2857,-7,8.596816,3.5,0,2182,5485,1.03541,3.411,0.702821,1,0.23,96.9,-0.1655768116,2.13,14,0.202899,0.0016204,7.56314,82,7.5702,90
"No",184125178,0.000359426,5,0.0943396,5.69,-16.14,-4.77458,1457,46.2963,-8.7,10.83693,9.52,-47.29,80,309,0.0452075,0.226,0.0692642,0.179,0.46851,54.3547,-0.05276923077,0.136,14,0.264151,9.18371E-05,2.70655,3,2.59425,6
"No",73734527,0.000865282,6,0.0165746,44.06,-16.63,-7.03029,1,36.9146,-86.6,94.8516,7.05,-1.19,310,1008,0.0802649,3.06,0.0866818,0.993,0.45512,10.9812,-1.339100556,3.24,56,0.154696,9.23611E-05,0.244136,21,0.187301,11
"No",133511146,0.0259088,4,0.0347826,7.61,-10.48,-5.42676,26,44.8276,-25.2,26.2979,10.39,-247.41,281,904,0.0800266,0.338,0.139159,0.769,0.37296,0.312367,-0.1060819672,0.324,23,0.2,0.00389188,0.575179,2,0.39531,2
"No",89861991,0.00069888,2,0.0333333,10.41,-9.11,-3.60846,1,39.3443,-10.5,11.10997,11,-59.66,408,1225,0.0403167,0.347,0.0191,0.032,0.31212,73.0051,-0.2283170732,0.383,3,0.05,0.00034892,1.47296,20,0.623395,8
"No",20727120,0.000133121,2,0.0112994,5.12,-17.19,-6.38455,2,46.0674,-43.5,47.37868,6.18,-46.3,414,1513,-0.0989061,0.748,0.0115789,0.099,0.42201,75.2149,-0.2621039683,1.05,37,0.20904,7.48759E-05,0.699718,11,0.739384,0
"No",33211596,0.00185419,6,0.0315789,5.15,-10.57,-5.67677,1107,39.7906,-29.8,34.94589,7.04,-53.78,139,631,0.228747,0.497,0.41649,0.882,0.41327,85.9476,-0.1179701493,0.26,27,0.142105,0.000328825,0.615632,9,0.400428,4
"No",1996444,0.0335891,14,0.025641,13.72,-16.49,-7.35235,235579,34.5521,-120.5,131.6747,5.63,-34.65,402,1469,-0.199026,3.117,0.0102018,0.635,0.40975,90.6944,-1.050564481,2.03,137,0.250916,0.00300558,4.9256,12,6.92297,16
"No",141669939,8.83003E-05,1,0.0208333,37.85,-7.61,-3.7416,1,40.8163,-6.9,7.992835,5.49,0,73,403,1.22342,4.151,0.661417,1,0.36676,98.95,0.1826933333,1.91,7,0.145833,1.48503E-05,2.7319,9,2.97273,6
"No",90061499,9.98405E-05,1,0.0119048,35.14,-15.58,-6.63464,1,38.8235,-7.8,10.05902,5.43,0,284,598,-0.349583,1.105,0.000645308,0.022,0.37658,98.85,-1.499932949,1.56,20,0.238095,4.60617E-05,0.393724,2,0.845283,1
"No",72732348,0.00066225,2,0.0294118,28.75,-13.19,-2.994,1,46.3768,-17.5,18.18694,5,-2.36,102,483,0.335295,1.372,0.232196,0.945,0.30969,16.5928,-0.3859932833,1.02,13,0.191176,1.82798E-05,6.07785,1,5.29065,0
"No",133937269,0.0098731,9,0.0418605,15.56,-10.29,-6.259,6,45.8333,-62.6,65.72414,5.67,-1.54,129,311,-0.0845373,1.911,0.00331573,0.077,0.41282,8.6904,-0.6901078947,0.989,40,0.186047,0.00313607,0.978888,5,0.202979,1
"No",104346745,0.0224582,16,0.039312,11.05,-15.65,-7.81,96216,49.2647,-110,117.7035,6.7,-131.64,491,1050,0.00213448,2.952,0.0462238,0.999,0.46204,5.05758,-1.06165509,2.36,82,0.201474,0.00515759,0.37042,29,0.297403,19
"No",78652057,0.484525,3,0.0254237,7.55,-9.78,-4.23,445,49.5798,-37,39.87529,4.13,-68.19,146,820,-0.0679796,0.636,0.00858225,0.046,0.4367,70.7624,-0.28196,0.419,27,0.228814,0.0791081,0.951381,21,0.678031,4
"No",50307855,0.000456411,7,0.028,22.84,-12.16,-6.44719,1,50.1992,-71.9,77.16277,4.47,-0.45,18,77,-0.0376069,1.956,0.0165819,0.246,0.30627,0.517869,-0.8126933908,1.47,36,0.144,0.000114396,0.251964,8,0.72734,7
"No",1422046,0.037196,45,0.0312067,7.24,-16.23,-10.3612,73,55.0243,-517.4,"NA",14.77,-503.09,17,3212,-0.263453,3.854,0.025977,0.93,0.33482,3.25859,-0.4725583464,1.16,399,0.276699,0.0039784,0.336019,36,0.397535,56
"No",113562690,0.0128461,4,0.0207254,34.91,-10.27,-5.14379,4,40.7216,-45,49.26791,4.21,0,277,736,0.244349,2.736,0.0419325,0.471,0.46762,99.05,-0.8688898396,1.87,57,0.295337,0.000930826,2.40912,18,4.65292,23
"No",98069693,0.0858627,10,0.0257069,22.87,-11.85,-5.60382,2,31.7949,-78.1,85.6595,4.02,-0.54,38,1458,0.0622957,3.19,0.0455508,0.994,0.23373,15.7593,-1.480590158,2.36,82,0.210797,0.0102226,0.905175,41,0.81472,51
"No",86954850,0.00084864,4,0.010989,10.4,-11.16,-6.24606,1,29.0411,-55.3,63.50899,4.42,-46.89,103,1341,0.111329,2.077,0.114357,0.966,0.36208,99.5831,"NA","NA",83,0.228022,3.89483E-05,3.20113,72,10.4876,102
"No",61513431,0.00053248,3,0.027027,26.83,-11.92,-5.75407,1,25,-3.8,6.246926,9.13,0,224,1752,0.113335,1.387,0.0207735,0.143,0.43712,90.9171,-0.3978645833,0.835,29,0.261261,3.66428E-05,1.12404,32,0.254689,4
"No",1687856,0.0393411,53,0.0458874,10.31,-21.14,-10.1476,6,52.1626,-389.9,410.1847,12.33,-456.53,478,1754,-0.347301,2.278,0.00647069,0.225,0.33158,11.7573,-0.508846247,0.873,363,0.314286,0.0063868,4.233,307,0.406473,19
"No",32159477,0.0536473,2,0.0238095,"NA",-8.55,-4.15704,14616,51.7647,-24.2,25.14065,"NA",-1.17,2,1197,0.0178284,1.155,0.0205721,0.045,0.32298,"NA",-0.4660588235,0.827,94,1.11905,0.00372912,6.95763,33,1.05571,3
"No",28327658,0.00339457,4,0.0377358,57.56,-8.89,-3.88167,1,42.9907,-25.9,27.63997,8.05,-2.54,210,1811,0.966549,4.164,0.563204,1,0.46,14.1594,-0.5997605769,2.64,20,0.188679,0.000838525,1.30038,9,0.888591,7
"No",77168351,0.000515842,12,0.0594059,43.76,-16.57,-7.01,1,66.5025,-104.1,105.6279,5.89,0,790,1611,0.285375,3.945,0.260347,1,0.34205,98.4,-0.6514818367,2.17,43,0.212871,0.000145083,0.764262,17,1.11949,19
"No",149681364,0.124721,10,0.03861,8.63,-13.2,-6.61912,32,31.5385,-55.5,60.0842,6.14,-88.88,191,1615,0.0855604,0.51,0.0817429,0.362,0.33567,0.127493,-0.129483871,0.353,62,0.239382,0.01948,0.337444,10,0.187024,19
"No",108698601,0.00812033,5,0.0306748,4.27,-13.73,-5.20742,868,43.9024,-29.2,33.35577,6.85,-91.92,13,174,0.0913299,0.219,0.269436,0.584,0.35209,0.166532,-0.09024848485,0.205,27,0.165644,0.0027,12.0307,7,5.38469,9
"No",217341,"NA","NA","NA",54.08,-12.32,-5.418,1,50,-6.9,8.933206,5.45,0,179,1840,0.486377,2.975,0.257057,1,0.35659,97.2,-0.3449811321,2.03,11,0.207547,1.84058E-05,226.474,58,38.7621,39
"No",135673935,0.241813,2,0.0212766,19.27,-9.36,-3.80118,2,37.8947,-16.8,18.57617,3.79,-0.12,112,430,0.0143623,1.34,0.0611427,0.48,0.40302,2.288,-1.45141573,1.65,13,0.138298,0.0611656,3.37361,72,1.64027,0
"No",220900140,0.0404352,4,0.0136986,7.67,-13.64,-6.88588,8478,35.4949,-58.5,66.04759,9.48,-45.64,125,743,0.0432998,0.252,0.0424841,0.162,0.32144,74.2479,-0.06801030928,0.174,70,0.239726,0.00303549,0.560815,33,0.067664,4
"No",676213,0.000827249,7,0.0469799,34.17,-9.19,-3.9016,1,53.3333,-53.3,55.7277,1.03,0,241,1497,-0.116552,2.398,0.00286617,0.069,0.34287,99.95,-0.9378007299,1.8,40,0.268456,0.000262678,7.86235,34,10.2313,222
"No",115582731,0.00031788,5,0.0352113,14.48,-10.43,-4.86767,94,51.049,-38,40.84335,3.06,-15.15,1382,3079,-0.0800087,2.721,0.0603745,1,0.35882,21.8519,-0.2758133333,1.73,29,0.204225,8.01666E-05,50.772,56,78.6169,62
"No",35017916,0.32443,4,0.0330579,10.08,-18.13,-7.70567,137658,58.1967,-28.8,32.08689,5.23,-27.81,256,683,0.0256818,1.671,0.0443787,0.205,0.34549,39.7381,-0.3971323944,1.21,39,0.322314,0.0374179,1.54117,8,3.87806,1
"No",128550383,0.00359424,2,0.0266667,35.76,-10.06,-4.09857,1,47.3684,-17,18.50359,1.58,0,95,1430,-0.288915,3.51,0.00454863,0.156,0.32201,96.35,-2.199,2.35,13,0.173333,0.0008771,13.8999,25,9.31536,10
"No",173302036,0.0260583,1,0.00334448,11.02,-14.97,-6.57324,102909,44.3333,-79.1,84.61375,6.67,-94.37,227,915,0.0520421,1.143,0.0531077,0.893,0.33267,2.84981,-0.17010625,0.533,49,0.16388,0.000575435,0.316008,8,0.263633,6
"No",40349220,0.000332801,3,0.0147059,36.91,-12.28,-5.451,7,36.0976,-40.3,44.76409,34.35,-5.07,1028,3138,2.56062,6.511,0.861977,1,0.36162,12.1677,1.556380874,4.49,138,0.676471,0.00126334,22.822,336,3.4891,174
"No",151899223,0.0627556,17,0.0256798,28.71,-19.56,-9.42794,1,55.0528,-188.5,198.403,6.53,-1.54,63,192,-0.326394,1.916,0.00386814,0.185,0.37309,6.64513,-0.3008669153,3.04,132,0.199396,0.00774591,0.317808,10,0.056774,3
"No",4033943,0.18344,6,0.0451128,14.23,-16.71,-6.97385,779,55.9701,-41.2,43.50756,8.44,-13.99,47,905,-0.261989,0.891,0.00705484,0.05,0.28166,41.2191,-0.303452381,0.493,126,0.947368,0.0126687,9.49624,20,4.5722,7
"No",21069836,"NA","NA","NA","NA",-10.94,-4.45167,16238,34.2857,-3.2,3.372057,"NA",-291.2,515,1306,"NA","NA","NA","NA",0.34381,"NA","NA","NA",8,0.235294,1.03499E-05,27.9046,2,4.27638,0
"No",54908850,0.00531151,15,0.042735,5.65,-28.22,-8.34061,87,41.7614,-84,91.78411,23.78,-638.27,1210,2704,0.0141584,0.192,0.162095,0.509,0.31272,4.24027,-0.06151290323,0.134,57,0.162393,0.00167622,0.140705,3,0.226054,10
"No",105764063,0.0463548,55,0.0238302,12.85,-19.48,-10.9947,192,41.0134,-648,"NA",9.06,-534.13,86,581,0.222524,5.505,0.190909,1,0.34719,4.07062,-1.148790807,2.69,398,0.172444,0.00614329,0.234255,126,0.105982,29
"No",9212085,0.226274,28,0.040404,15.46,-11.47,-7.74118,209219,41.6427,-253.2,266.8734,4.14,-80.09,97,576,-0.209902,2.922,0.00601987,0.451,0.37998,97.9398,-0.8346038397,1.74,270,0.38961,0.0279677,0.2213,36,0.590059,11
"No",56884338,0.00404353,4,0.0229885,27,-9.34,-5.07152,1,28.5714,-26.4,29.90646,7.36,0,122,317,0.0941303,2.217,0.0695066,0.784,0.3775,99.05,-0.4872562733,1.4,31,0.178161,0.0005713,4.82425,8,39.7978,86
"No",147682009,0.272265,2,0.019802,10.74,-8.43,-3.803,2,28.4314,-8.8,10.92759,2.66,-9.86,29,283,0.0142484,1.909,0.0510786,0.596,0.38639,19.6392,-0.5737931034,1.72,89,0.881188,0.00837636,26.8674,18,3.36946,2
"No",51097,0.000199681,1,0.00819672,24.17,-9.68,-5.076,4,34.1463,-19.9,22.41033,5.08,0,217,584,0.0704932,2.09,0.0166553,0.59,0.3088,98.7,-0.1235795196,1.47,18,0.147541,0.00010148,4.65369,0,13.3666,0
"No",112670051,"NA","NA","NA",26.24,-13.1,-4.40708,1,44.2623,-12.3,13.60123,5.01,0,235,479,0.0129167,1.727,0.00218333,0.024,0.42554,98.4,-0.6277421053,1.2,8,0.133333,4.62554E-05,1.77622,40,0.931908,5
"No",46930027,0.069206,11,0.0748299,10.86,-12.04,-5.16192,260395,53.3784,-46.9,48.52283,7.33,-42.46,77,601,-0.0430086,2.358,0.0294538,0.414,0.44878,67.7736,-0.2826036036,1.63,51,0.346939,0.0154932,30.6597,30,72.9776,29
"No",91051139,0.127429,11,0.0304709,12.62,-17.79,-8.27118,2,43.3702,-90.7,98.89862,7.93,-56.89,129,1299,-0.0069059,2.78,0.0593778,0.643,0.36489,89.9818,-0.980606006,1.39,84,0.232687,0.0240881,0.475224,11,0.116881,1
"No",52334128,0.119808,4,0.0285714,31.68,-9.96,-4.18516,1,36.1702,-30.5,34.31778,7.29,0,103,541,0.128316,1.87,0.0219126,0.27,0.35248,98.7,-1.237053383,1.78,24,0.171429,0.0227692,0.764893,10,5.20309,161
"No",3711756,0.035024,14,0.0588235,7.96,-11.32,-6.13677,1,32.2176,-26.3,31.61482,10.39,-103.92,119,1110,0.162511,0.732,0.237573,0.93,0.35497,48.9465,-0.1316027397,0.373,64,0.268908,0.00923748,0.764508,36,0.706845,8
"No",43479488,"NA","NA","NA",36.36,-13.88,-6.34308,"NA",60,0,0.03637475,3.59,0,424,1714,-0.204286,0.625,0,0,0.27708,99.7,-1.292978571,1.81,1,0.0714286,4.18778E-05,100.756,30,68.6626,42
"No",17286733,0.00110934,9,0.042654,23.52,-17.15,-6.99406,1,52.8302,-70.6,73.7605,3.61,-2.5,231,563,-0.0716676,2.115,0.037661,0.524,0.30317,3.76445,-1.062946842,1.65,41,0.194313,0.000169489,0.355427,13,0.507014,2
"No",176157098,0.0839458,10,0.0209205,47.94,-13.49,-7.47576,1,58.4551,-187.2,195.3053,3.38,-33.85,4491,14724,3.8545,9.567,0.947721,1,0.4052,62.4361,1.301825623,2.95,129,0.269874,0.00612018,2.86289,81,1.38094,63
"No",80912596,0.000199681,2,0.0192308,37.77,-10.45,-4.03125,1,49.5238,-32.7,34.6362,5.12,0,84,3593,0.364337,2.816,0.140167,0.998,0.37678,96.9,-1.05054,1.93,23,0.221154,3.73612E-05,0.226832,7,1.74841,7
"No",198957429,0.0146907,7,0.0343137,18.8,-12.78,-5.56879,1,32.1951,-38.2,41.97843,3.81,-0.29,10,195,-0.369446,1.337,0.00126355,0.033,0.4054,4.69643,-2.310813918,2.45,38,0.186275,0.00380266,0.687784,37,0.782382,14
"No",58639892,0.000279554,5,0.0308642,38.58,-14.6,-5.96875,1,58.2822,-47,49.60136,1.96,0,93,310,-0.404697,3.161,0.0270476,0.817,0.37096,99.75,-2.091548667,2.09,28,0.17284,2.34305E-05,0.352996,11,1.95884,30
"No",27267229,0.00167732,4,0.0416667,2.1,-8.04,-3.85452,1,34.0206,-15.8,18.25533,8.2,-22.77,77,184,0.152936,0.455,0.225206,0.49,0.3052,36.382,-0.1882560976,0.413,19,0.197917,0.000546905,5.30697,112,4.52397,1
"No",29580475,0.0523563,9,0.03,31.22,-14.98,-7.61912,8,44.186,-80.4,87.02548,5.31,-0.15,172,707,0.0698253,3.185,0.112034,1,0.37707,2.64082,"NA","NA","NA","NA","NA",4.6788,2,0.280052,3
"No",113598852,0.00612357,18,0.0319149,23.48,-17.4,-8.64059,15,54.6903,-214.5,223.9848,6.57,-17.86,294,2537,-0.0749228,3.459,0.0836827,1,0.45351,24.5089,-1.490462136,2.02,204,0.361702,0.000931784,1.54689,68,3.1877,170
"No",92937187,0.139477,1,0.010989,19.61,-7.89,-2.7528,3,30.4348,-13.2,15.80002,4.34,0,410,884,-0.0164101,1.302,0.00415385,0.026,0.3854,94.2,-0.57375625,1.1,27,0.296703,0.00850241,2.54221,6,0.635814,28
"No",102476293,0.000359424,5,0.0318471,9.72,-13.71,-7.01233,90859,53.7975,-54,56.28952,10.08,-57.43,56,760,0.0419001,0.336,0.0914562,0.356,0.30727,66.6322,-0.1537183099,0.371,31,0.197452,9.99574E-05,3.17377,69,5.05306,114
"No",173887991,0.0928514,1,0.0434783,39.41,-7.59,-3.81429,"NA",20.8333,-1,1.50217,4.95,0,63,466,0.657043,3.362,0.313739,0.945,0.30716,99.35,-0.0742173913,2.4,3,0.130435,0.0256869,35.395,152,31.5059,212
"No",11458657,0.00029952,4,0.04,22.24,-14.07,-5.17267,2,46.5347,-23,24.60398,5.69,-2.97,403,1056,0.161573,1.722,0.0980547,0.541,0.4078,6.91254,-0.2884933333,0.86,34,0.34,3.06135E-05,3.01149,8,6.34664,6
"No",44756692,0.0437148,12,0.0416667,10.83,-11.33,-6.36121,546,35.2941,-53.1,58.41319,6.91,-69.38,108,268,0.030722,1.061,0.0224602,0.288,0.42986,87.1404,-0.6843475889,1.16,56,0.194444,0.00705807,3.45989,27,8.04448,25
"No",71592438,0.0142682,11,0.026253,21.77,-22.41,-9.41382,1,50.2381,-120,128.5965,8.29,-3.85,167,2617,-0.0740558,1.95,0.0255944,0.937,0.38886,15.3724,-0.7723385979,1.39,100,0.238663,0.00151541,0.359955,13,0.201404,4
"No",31206317,0.0271966,3,0.0114943,6.08,-12.29,-6.76333,143977,51.5267,-78.6,82.3427,12.32,-227.9,84,331,-0.0328434,0.206,0.0584491,0.196,0.36496,1.40676,-0.04621764706,0.111,52,0.199234,0.00294244,0.868839,9,1.86364,34
"No",151948175,0.00209664,2,0.0333333,13.73,-7.75,-4.59263,1,42.623,-12.1,13.75822,4.65,-0.46,35,300,-0.122433,0.979,0.00213333,0.014,0.37764,3.50101,-0.259,0.657,9,0.15,7.13611E-05,1.9495,23,0.550883,3
"No",136882063,0.142412,5,0.0581395,15.83,-15.61,-5.4116,51,37.931,-10,10.83117,3.66,-4.92,231,780,-0.0118003,1.204,0.0118256,0.159,0.34146,14.1996,-0.4602465753,0.793,29,0.337209,0.0235268,11.9888,54,43.5721,57
"No",11867616,0.0214989,12,0.0545455,13.35,-10.71,-5.54774,12418,47.0588,-57.3,60.90469,6.22,-46.5,50,195,-0.0199484,0.944,0.0130612,0.095,0.3881,95.0357,-0.1616548673,0.487,39,0.177273,0.00592474,0.220718,1,0.385743,2
"No",218377966,0.00079872,3,0.0447761,27.35,-19.24,-6.18577,1,42.6471,-6.8,8.55146,2.04,0,315,714,-0.0920448,2.132,0.0123134,0.234,0.32801,99.1,-1.425553846,1.79,17,0.253731,0.000195449,2.25016,58,1.34353,8
"No",108878524,"NA","NA","NA",32.29,-9.54,-4.43233,1,23.4043,-13.5,18.25761,3.19,0,88,1911,0.365018,3.432,0.136809,0.989,0.3764,99.85,-0.7157604478,1.8,16,0.114286,1.26549E-05,10.4963,13,35.0144,31
"No",64032241,0.0188316,13,0.0292135,40.77,-23.52,-9.60118,2,44.1704,-113.9,123.952,4.57,0,60,482,-0.12018,2.826,0.010086,0.674,0.38868,96.45,-1.565045843,2.41,106,0.238202,0.00296399,0.118085,7,0.115017,12
"No",30974862,"NA","NA","NA",24.83,-8.71,-4.49688,7,36.7816,-17.3,18.87645,3.02,-0.25,136,360,0.251,2.094,0.0241385,0.382,0.30982,1.6223,0.5141822093,2.89,12,0.139535,1.57019E-05,1.02776,5,5.51884,2
"No",44433989,0.0430995,44,0.0275172,28.52,-17.29,-9.16206,11,33.3125,-346.9,382.8554,8.79,-16.66,92,342,0.184617,3.326,0.135201,1,0.28329,74.2486,-1.07454283,2.78,322,0.201376,0.00566907,1.85205,112,0.209699,24
"No",155071165,0.00013312,1,0.0107527,23.33,-13.28,-5.98133,1,72.3404,-41.4,42.63684,3.69,0,985,3245,-0.14249,3.194,0.039827,1,0.39189,99.1,-1.287072584,2.24,17,0.182796,1.27291E-05,1.42544,7,1.3956,33
"No",23437595,0.0538594,11,0.037037,46.85,-18.33,-8.77727,1,51.6779,-92.1,97.37256,6.18,0,83,310,-0.0427126,3.328,0.0314886,0.952,0.32936,97.15,-1.537953559,2.55,63,0.212121,0.00997586,0.357431,7,0.23394,1
"No",127502139,0.0496873,4,0.038835,38.41,-12.83,-5.1887,1,46.1538,-23.3,24.99631,4.09,0,320,807,-0.212441,2.969,0.0148812,0.788,0.32445,99.7,-1.75056,1.71,35,0.339806,0.0099658,0.20945,6,0.252209,3
"No",32628892,0.0183237,16,0.0274443,43.18,-18.43,-9.90059,5,55.9932,-212,223.3679,4.96,0,65,157,-0.142003,3.298,0.0213378,0.81,0.33737,98.6005,-1.285124937,1.98,107,0.183533,0.00197896,0.152721,3,0.280933,2
"No",69327056,0.0100126,7,0.048951,43.66,-9.62,-4.06929,1,38.1944,-29.5,32.90953,5.78,0,194,1034,0.145295,3.836,0.0827195,1,0.37555,99,-1.112623571,2.12,40,0.27972,0.00126821,3.67055,55,1.1869,29
