"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"No",5565523,0.157413,28,0.029106,25.9,-21.33,-8.89559,1,30.6334,-191.3,209.6068,5.74,-7.9,110,2180,-0.00686173,3.986,0.035004,0.935,0.35359,30.6465,-0.4895478887,1.24,213,0.221414,0.0220302,0.905174,43,0.177143,26
"No",89431846,0.00151757,5,0.0251256,33.05,-16.6,-6.345,1,44,-56.2,58.57273,3.5,0,9,76,0.0951787,2.64,0.0471224,0.933,0.41907,97.5,-1.114736772,1.78,36,0.180905,0.000184318,0.467346,10,0.112567,3
"No",44085116,0.00039936,6,0.0295567,7.8,-13.73,-6.48152,208775,52.451,-76.8,79.97038,14.81,-114.48,54,277,0.0364865,0.252,0.0742605,0.284,0.3536,99.3673,-0.1181777778,0.255,50,0.246305,5.06432E-05,0.823626,3,2.19354,8
"No",93699587,0.000199681,1,0.00877193,30.58,-9.04,-3.63462,1,46.9565,-26.9,28.62787,2.97,0,78,726,-0.338464,1.914,0.00102399,0.013,0.3613,93.85,-0.9421373196,1.18,10,0.0877193,2.16368E-05,0.677108,8,0.701821,0
"No",195603878,0.035543,3,0.0247934,7.41,-9.94,-5.27097,90733,59.0164,-39.9,42.8783,15.21,-248.6,23,68,-0.101202,0.236,0.0166937,0.063,0.41868,4.04834,-0.06135714286,0.15,67,0.553719,0.00367597,1.37007,3,0.760036,2
"No",58446127,0.00459265,2,0.0425532,"NA",-14.63,-5.46542,1,29.1667,-1.9,2.356624,"NA",-326.7,30,257,"NA","NA","NA","NA",0.40552,"NA",0.0269,0.0269,4,0.0851064,0.00362078,1.88037,5,1.73928,4
"No",33463311,0.000570514,7,0.0343137,56.41,-14.11,-7.00848,1,45.8537,-53.8,57.07488,4.11,0,178,586,1.32293,5.346,0.571901,1,0.42892,99.65,-0.4093333333,1.76,44,0.215686,4.5043E-05,0.942897,7,0.827951,6
"No",64024305,"NA","NA","NA",19.63,-13.68,-5.59,2,43.9252,-8.8,11.46904,4.43,0,253,653,-0.0749556,1.295,0.00482297,0.091,0.30595,98.25,-0.50205,0.836,20,0.188679,1.04713E-05,0.881926,21,1.1819,8
"No",78556645,0.0141669,18,0.129496,3.95,-14.49,-6.41903,188717,55,-41.1,44.55719,8.22,-69.97,41,1281,0.0387675,0.16,0.188539,0.597,0.39593,66.8546,-0.08083088235,0.224,87,0.625899,0.00473947,1.55212,8,2.61436,71
"No",148572044,0.00529155,2,0.04,10,-10.96,-5.32286,48,43.1373,-7.1,8.81665,7.91,-30.46,126,259,-0.1836,0.617,0.00668,0.029,0.37801,33.514,-0.1047727273,0.287,23,0.46,0.000537135,2.20544,4,3.70048,4
"No",2684802,0.139677,2,0.018018,8.18,-10.18,-4.9,1,49.1071,-26.9,29.11674,3.63,-23.1,364,2739,-0.248635,1.601,0.0106653,0.133,0.39253,18.3061,-0.8801514286,0.988,79,0.711712,0.00592756,1.17758,3,1.19474,9
"No",109620195,0.063299,3,0.0212766,41.82,-16.06,-6.11484,1,61.9718,-51.9,55.42701,5,-2.4,482,3316,0.43034,4.546,0.153492,1,0.32291,6.27724,-1.294601185,2.24,21,0.148936,0.00466524,18.4693,655,37.2072,938
"No",4289000,0.000770196,4,0.0377358,11.49,-8.44,-4.20037,6,27.1028,-12.2,14.89488,9.9,-51.45,314,1200,0.0749345,0.648,0.0317994,0.614,0.38763,96.9029,-0.07633333333,0.31,31,0.292453,0.00016798,0.784705,6,0.16669,0
"No",45533382,0.0860226,4,0.0263158,"NA",-10.82,-4.62469,18,34.6405,-31.2,36.13502,6.42,-180.7,38,348,0.0326838,0.693,0.117084,0.334,0.45146,"NA",-0.1361170732,0.335,63,0.414474,0.00772768,2.26496,33,0.925539,1
"No",152889729,0.100751,5,0.0316456,28.39,-18.5,-6.59606,1,53.4591,-47.1,49.8447,3.39,-2.34,159,380,0.0349877,2.099,0.0281538,0.49,0.36787,29.5778,-0.7958183,1.2,22,0.139241,0.0275165,0.387489,8,0.179462,4
"No",40976512,0.0257719,40,0.0351185,25.88,-18.03,-10.3424,1,50.8772,-384.2,406.2648,7.16,-17.71,34,228,-0.0363232,2.982,0.0340512,0.994,0.31887,63.5183,-1.420704221,2.6,315,0.276558,0.00365673,0.295054,28,0.487633,43
"No",63000433,6.65603E-05,1,0.008,9.12,-12.48,-5.92226,65782,57.9365,-55.2,56.95906,6.77,-34.43,398,809,-0.131277,1.115,0.00966565,0.041,0.36203,33.6687,-0.2210958904,0.459,35,0.28,4.72994E-05,0.760418,5,0.144409,1
"No",39429407,0.0302382,59,0.0354567,"NA",-19.01,-11.4647,666173,51.5315,-562.4,"NA",10.6,-556.55,312,677,-0.0442075,2.372,0.0583202,0.56,0.34274,"NA",-0.2570512907,0.893,616,0.370192,0.00438196,0.267011,15,0.621328,63
"No",103478197,0.0549096,65,0.0259274,8.99,-16.65,-11.9753,237489,53.748,-958.1,"NA",49.05,-867.47,326,1115,0.439611,9.451,0.162374,1,0.33209,4.86812,-0.8840524941,2.8,513,0.204627,0.00658113,0.0476941,7,0.111263,55
"No",141635344,0.000299521,2,0.0194175,12.73,-7.9,-3.76423,1,43.2692,-24.2,25.72983,8.23,-34.1,59,749,0.130602,0.793,0.183984,0.876,0.37667,50.0453,-0.139,0.283,20,0.194175,3.66429E-05,0.656143,2,1.72193,0
"No",29193534,0.0439159,26,0.025,8.72,-14,-8.085,6168,35.7349,-195.2,217.1695,18.36,-429.82,577,1661,0.044095,0.229,0.130047,0.545,0.36805,1.43678,-0.05974612069,0.154,246,0.236538,0.00574057,0.652333,90,0.062943,2
"No",109137995,"NA","NA","NA",31.65,-8.01,-2.775,1,57.1429,-10.8,10.85337,5.49,0,101,736,-0.360853,1.503,0.00111765,0.022,0.40059,99.85,-1.796437647,1.78,6,0.176471,1.86155E-05,12.2439,26,0.693635,8
"No",85430317,0.000399363,4,0.0232558,42.8,-13.27,-5.76455,1,62.4277,-76.8,79.05543,7.88,-0.2,1609,3917,0.176997,4.537,0.137711,1,0.31549,1.96602,-1.088342675,2,22,0.127907,8.21959E-05,1.31681,9,1.01175,20
"No",16890038,0.00039735,4,0.0275862,23.65,-10.14,-3.78,1,36.3014,-23,25.93366,3.76,-0.2,483,1320,-0.0622109,1.84,0.00435497,0.081,0.35945,4.06832,-0.7805152985,1.4,29,0.2,2.69429E-05,0.521659,6,0.121574,0
"No",31030367,0.00292865,3,0.030303,10.26,-15.2,-6.97567,1144,55,-24.7,26.83814,10.54,-101.73,128,463,0.0744519,2.23,0.0358734,0.109,0.461,3.12104,-0.1566733333,1.05,23,0.232323,0.000485526,1.88077,11,3.11534,22
"No",152056913,0.00189697,8,0.0252366,11.09,-9.97,-6.08676,16,25.1572,-52.6,59.98794,4.33,-19.12,28,120,0.231674,1.454,0.17188,0.939,0.2601,60.9576,-0.2423435897,0.717,52,0.164038,0.00046619,5.17205,70,0.206235,3
"No",161185723,0.0241115,11,0.0177419,42.6,-15.88,-8.23824,1,45.5717,-171,182.6201,10.19,0,191,709,0.000411848,3.186,0.0521069,1,0.31961,98.5446,"NA","NA",95,0.153226,0.00282086,0.426713,13,0.646613,45
"No",133234832,0.140692,11,0.055,23.99,-12.75,-5.44129,1,47.7612,-57.1,60.73912,3.58,0,135,1815,-0.547126,1.895,0.000676471,0.015,0.42191,97.95,"NA","NA",57,0.285,0.028004,3.97113,24,0.0185016,2
"No",35922193,0.0229633,1,0.0166667,19.71,-9.62,-4.16824,1,36.0656,-11,12.11574,0.58,0,192,3778,0.121283,2.116,0.0383833,0.263,0.28999,99.4,-0.3273735849,1.61,12,0.2,0.00246431,2.68598,48,1.49482,1
"No",181828084,0.00339457,3,0.0215827,7.9,-5.21,-2.88833,13,26.4286,-18.8,22.28183,11.13,-87.95,382,1190,0.0666098,0.488,0.0285347,0.087,0.40839,55.9945,-0.09902272727,0.279,22,0.158273,0.000395935,0.617108,24,0.545847,0
"No",20513714,0.0185989,5,0.0248756,16.18,-10.51,-4.6725,1,30.198,-29.5,32.3513,5.08,-1.02,1,540,0.106521,1.948,0.0537755,0.553,0.34604,13.5797,-0.758985,1.43,111,0.552239,0.0016033,0.661677,2,0.419843,1
"No",80694420,0.000519168,5,0.0240385,8.01,-15.13,-6.11088,25335,40.6699,-52,55.88267,18.21,-638.07,35,547,0.0626646,0.252,0.101628,0.294,0.32815,5.45052,-0.1990671642,0.48,45,0.216346,5.73893E-05,0.151421,4,0.811966,56
"No",114332511,0.0304646,36,0.0202931,12.84,-20.81,-11.3962,6095,49.2394,-575.5,"NA",9.71,-402.43,365,1326,-0.202832,3.72,0.0349172,1,0.37487,17.2319,-1.333437363,2.13,512,0.288613,0.00372189,379.826,8054,0.535457,100
"No",155396771,0.000199681,1,0.0119048,7.76,-8.82,-3.44571,443,36.4706,-16.8,18.91872,9.2,-76.19,6,350,0.0141684,0.239,0.228419,0.602,0.4069,1.30704,-0.04414285714,0.154,16,0.190476,1.70111E-05,0.449936,9,0.263475,1
"No",49480398,0.0009984,2,0.0384615,14.84,-15.54,-5.55263,1,39.6226,-4.6,5.735737,5.94,0,32,886,0.0135,1.324,0.00573077,0.025,0.39291,98.15,-0.1803421053,0.477,13,0.25,2.20438E-05,5.7494,85,8.06394,83
"No",1649803,0.0557931,49,0.0434783,13.26,-17.24,-9.06588,3,47.2518,-377.5,400.1596,5.9,-188.13,48,268,-0.127466,1.877,0.00934075,0.894,0.35989,80.7827,-0.4745917686,0.704,265,0.235138,0.012672,0.459864,2,0.416571,21
"No",5443441,0.0231086,10,0.0645161,29.37,-15.69,-6.444,1,62.8205,-31.4,33.82842,3.25,0,44,108,-0.732852,2.553,0.000394497,0.017,0.46591,99.45,-1.202978939,1.28,56,0.36129,0.00597482,1.67355,13,1.99901,79
"No",103232799,0.000732163,2,0.0102564,37.33,-12.13,-6.216,1,28.0612,-31.1,34.5491,2.72,0,99,355,0.0762149,2.87,0.0463958,0.995,0.38586,99.3,-1.461684815,1.98,28,0.14359,0.000272211,0.359908,25,0.214383,12
"No",104767325,0.000199681,2,0.0322581,13.94,-11.86,-4.87,1,46.0317,-12.3,13.75463,5.61,-17.23,331,823,0.138145,1.056,0.0665484,0.427,0.4227,33.6255,-0.1284444444,0.289,13,0.209677,9.01723E-05,2.59477,25,1.70155,24
"No",179836198,"NA","NA","NA",5.62,-8.38,-3.215,0,45.4545,-2.4,2.94541,8.59,-158.83,10,786,0.0887143,0.171,0.0770952,0.1,0.29705,1.3464,-0.0001333333333,0.0748,4,0.190476,1.39649E-05,6.82286,26,23.2958,50
"No",41305986,0.000199681,1,0.00787402,44.44,-8.1,-4.28731,1,45.3125,-28.3,30.36236,9.22,0,16,261,0.117409,2.901,0.0516667,0.995,0.32113,99.5,-1.68690561,3.04,21,0.165354,3.45654E-05,30.9061,40,75.1509,61
"No",30095223,0.206241,5,0.0549451,"NA",-13.01,-4.28923,8,33.6957,-11.6,13.12259,3.67,0,433,1007,-0.357524,1.845,0.0020042,0.045,0.4201,"NA",-0.8809620253,1.53,51,0.56044,0.0269447,16.8699,2,143.671,3
"No",17425291,0.000199681,2,0.0333333,32.57,-20.26,-5.36389,1,59.0164,-13.7,14.69567,1.78,0,90,191,0.08745,2.651,0.108417,1,0.40836,99.75,-0.7658490741,1.35,18,0.3,2.59775E-05,5.53582,39,17.2902,221
"No",105601358,0.000399361,1,0.0114943,29.95,-17.08,-5.78889,1,50,-18.2,20.86081,9.23,0,47,422,0.0173577,2.086,0.00572076,0.099,0.38208,97.2,-0.6467309412,1.73,14,0.16092,3.58886E-05,2.21811,7,1.90014,23
"No",7882282,0.00369409,2,0.00917431,47.72,-17.4,-7.49939,1,49.7717,-42.1,47.00162,0.31,0,165,7676,0.381003,3.662,0.138516,1,0.37264,97.1,-0.5535537383,2.56,35,0.16055,0.000278114,3.98173,8,7.14734,20
"No",89405205,0.0190496,76,0.0402969,7.15,-18.39,-11.1585,5822,43.5612,-517.1,"NA",17.17,-2133.96,68,5190,0.044991,2.602,0.0861213,0.997,0.33313,5.68949,-0.4537353488,1.77,384,0.203606,0.00311661,0.587041,53,1.09259,78
"No",227682461,0.000199681,3,0.0238095,"NA",-13.28,-5.76966,92,44.0945,-25.7,27.56672,18.33,-1306.69,1265,3177,0.0335635,0.123,0.210876,0.507,0.44186,"NA",-0.01909090909,0.0525,19,0.150794,5.76826E-05,0.817873,10,1.12648,6
"No",40855183,0.00449281,2,0.0238095,39.98,-6.14,-3.9756,1,42.3529,-20.6,21.94039,4.3,0,120,1141,0.136393,1.641,0.0761484,0.775,0.39196,99.15,-1.138207229,2.7,18,0.214286,7.17311E-05,2.56075,26,8.00481,150
"No",32765650,"NA","NA","NA",9.15,-7.5,-3.794,31,29.7872,-8.1,9.381454,8.71,-66.14,42,627,0.0458261,0.319,0.0349348,0.061,0.41538,99.8642,"NA","NA",2,0.0434783,6.9815E-06,2.36339,2,1.60544,3
"No",107477712,0.00146432,3,0.0245902,24.46,-11.96,-5.2829,1,42.2764,-28.4,31.12643,3.17,-0.52,266,1121,0.162634,1.626,0.0117141,0.07,0.43297,4.59609,-0.5028104274,1.21,22,0.180328,0.000185568,2.68456,22,0.551366,3
"No",108023111,0.000559104,5,0.0285714,32.01,-8.8,-5.15833,1,29.5455,-23.9,27.34353,4.06,0,311,1978,0.198856,3.59,0.0821534,0.985,0.43001,98.65,-0.8042470175,2.47,27,0.154286,4.44852E-05,0.315062,2,1.05096,8
"No",141718334,0.000132451,3,0.0109091,11.42,-15.55,-6.16844,12,32.971,-47.3,53.7686,5.75,-23.28,43,186,0.218286,1.686,0.105928,0.675,0.41698,60.9446,-0.2501283422,0.522,35,0.127273,2.87431E-05,1.5646,7,0.281239,5
"No",40702814,0.0202143,41,0.0219839,6.24,-20.27,-11.4147,210473,46.5166,-643,"NA",10.06,-574.27,113,298,-0.152099,2.594,0.0217641,0.965,0.30015,4.60156,-0.4617458364,1.33,824,0.441823,0.00538285,0.188718,26,0.153685,10
"No",9111396,0.0453846,6,0.048,31.41,-9.04,-4.73,1,46.8254,-26.2,28.67609,5.33,0,206,470,0.0713918,2.21,0.0247249,0.583,0.47311,2.13943,-0.7443177328,1.46,32,0.256,0.0109969,1.1437,11,14.0984,23
"No",3037215,0.049421,2,0.0240964,16.37,-5.97,-2.87357,1,57.1429,-34.9,36.14672,2.02,0,78,505,-0.550068,1.749,0.000390149,0.004,0.38222,98.3,-0.800173125,0.983,29,0.349398,0.0058291,0.465001,3,1.52372,2
"No",49351731,0.000419329,9,0.046875,11.64,-11.51,-5.05065,163526,48.7047,-60,63.11544,3.14,-33.06,309,965,0.0386569,1.714,0.035066,0.291,0.42266,35.3905,-0.1559306931,0.596,72,0.375,0.00193496,10.6962,326,18.6603,316
"No",145198128,0.00119808,2,0.04,29.81,-8.41,-4.94692,1,41.1765,-6.3,6.726704,2.91,0,64,406,0.41046,2.159,0.30254,0.743,0.2678,99.45,-0.6576,1.41,10,0.2,0.000307123,1.97549,2,0.474342,1
"No",13245820,0.00758793,14,0.0115702,23.95,-24.65,-10.7241,120,52.6837,-450,"NA",25.57,-41.24,153,468,-0.417154,1.717,0.025479,0.939,0.43593,95.3395,-0.9418850166,7.69,554,0.457851,0.00658727,0.588609,65,0.0231274,2
"No",122770783,0.0714415,26,0.0278075,5.01,-14.96,-8.46941,188203,39.8504,-220.4,241.0398,20.51,-506.9,129,407,0.0519387,0.211,0.158811,0.654,0.29537,7.31019,-0.0836038835,0.188,222,0.237433,0.00924739,0.347505,31,0.277628,24
"No",50220863,0.000529801,1,0.02,4.04,-10.26,-4.46208,151,50.9804,-9.7,11.04294,16.79,-1006.05,48,1293,0.0215,0.16,0.07628,0.141,0.42446,1.83551,-0.01490769231,0.0962,13,0.26,0.00198805,0.882474,11,3.2406,5
"No",112462621,0.0673922,6,0.0272727,8.47,-11.71,-5.85344,3119,31.6742,-25.2,30.1549,13.4,-123.35,181,2695,0.0496992,0.244,0.276644,0.802,0.38956,0.331455,-0.1065194805,0.285,145,0.659091,0.00559094,0.66165,24,0.409946,8
"No",43962421,0.00179712,4,0.056338,10.18,-10.23,-5.09059,3,33.3333,-9.5,10.12281,3.59,-15.25,77,410,0.0844474,0.365,0.100257,0.232,0.40835,34.5514,-0.1385227273,0.426,98,1.38028,0.000816139,1.1359,1,1.97379,1
"No",26473415,0.000199681,1,0.011236,23.24,-8.38,-4.10067,1,35.5556,-15.2,17.41203,6.03,-0.7,196,754,0.0221051,1.277,0.00826041,0.086,0.37494,5.55445,-0.4037139474,1.08,13,0.146067,9.66262E-06,1.17175,9,3.76363,11
"No",98780500,0.000958466,5,0.0274725,45.45,-12.49,-5.70618,1,34.9727,-37.7,42.62294,4.12,0,842,1781,-0.0554369,2.707,0.0415895,0.775,0.32546,99.35,-1.573774566,2.06,33,0.181319,9.90203E-05,0.422323,23,0.179559,10
"No",43125836,0.0408904,63,0.0273675,16.2,-19.84,-11.4962,1,38.1242,-583.6,"NA",9.37,-311.25,283,1246,0.0664616,3.641,0.0516815,1,0.29343,66.3374,-0.8782671346,2.23,560,0.243267,0.00645223,0.547646,87,0.687255,19
"No",231550359,0.0236205,75,0.0335121,7.85,-20.01,-11.2703,598837,47.0299,-842.6,"NA",8.1,-744.23,82,1055,-0.00841569,1.281,0.0740637,0.996,0.31697,5.33665,-0.2615750169,0.795,839,0.374888,0.00384068,0.11609,22,0.0637301,20
"No",46060944,0.000359424,9,0.034749,6.13,-11.1,-5.59375,12,30,-18.25,25.9781,13.46,-956.42,83,398,0.0819656,0.171,0.319373,0.641,0.38597,99.2059,-0.006718181818,0.0525,47,0.181467,7.42651E-05,0.832992,79,2.14946,10
"No",93089540,0.00374401,8,0.0290909,44.49,-14.05,-6.72794,1,60.5072,-113.1,118.4127,6.18,0,66,213,0.0238343,3.571,0.0562786,0.888,0.38235,98.25,-1.293134677,2.03,68,0.247273,0.000737328,0.151996,4,0.272363,8
"No",56539449,0.00114816,4,0.0430108,23.73,-10.95,-4.77933,1,39.3617,-13.2,15.66577,4.01,0,161,462,-0.166595,1.762,0.00200032,0.036,0.36232,95.7,-0.1670961538,0.389,13,0.139785,0.000114874,0.268295,1,1.00652,5
"No",35116155,"NA","NA","NA",36.34,-14.89,-6.92607,1,67.3611,-29.5,32.15165,8.25,-2.86,547,1375,0.267563,3.472,0.158912,1,0.41807,5.89916,-0.9965654412,2.12,36,0.251748,1.41677E-05,0.752608,10,0.746273,23
"No",31092041,0.0394703,13,0.0160891,29.26,-15.45,-8.74971,1,36.9592,-192.6,209.6549,7.66,-4.14,138,450,0.142267,3.261,0.0721712,1,0.41962,39.6646,-0.9562206274,2.01,106,0.131188,0.00497762,0.369954,52,0.158361,41
"No",28271558,0.000359426,5,0.0609756,13.61,-17.64,-4.87917,2138,50.6024,-19.3,21.52846,4.41,-16.82,439,1688,0.187659,2.584,0.0748845,0.57,0.42604,38.4936,-0.8810197183,1.91,17,0.207317,6.11829E-05,19.6338,44,17.6327,48
"No",120333242,0.0714,7,0.0238095,31.14,-11.76,-6.28147,2,40.678,-73.7,80.07103,4.66,0,201,474,0.108363,2.358,0.0659588,0.991,0.45698,97.05,-0.4662540397,1.28,47,0.159864,0.010784,0.346459,13,0.50765,7
"No",6846078,0.00044928,4,0.0430108,2.99,-15.56,-5.7,76,50,-19.6,22.32741,17.79,-360.28,159,791,-0.113575,0.089,0.0623125,0.137,0.43228,1.35711,-0.01115,0.0223,31,0.333333,4.37006E-05,1.28569,18,0.820771,35
"No",83085642,0.0141773,2,0.0222222,7.71,-10.61,-3.87846,1,35.1648,-16.8,18.53942,2.93,-7.3,34,138,0.0747889,1.324,0.0435124,0.29,0.39527,20.6264,-0.4228065333,0.841,18,0.2,0.00217348,15.6872,73,15.7547,62
"No",183342426,0.00614574,25,0.0377644,16.47,-19.62,-8.68559,1,67.8733,-297.2,308.0187,3.82,-59.76,344,1013,-0.0661568,1.865,0.0369025,0.884,0.28229,83.32,-0.4154567669,0.803,182,0.274924,0.000705703,0.180618,23,0.397468,36
"No",40559782,0.000199681,1,0.00793651,"NA",-9.36,-4.35276,12,33.0709,-17.7,20.66566,"NA",-983.57,160,833,0.0415747,0.064,0.322486,0.393,0.3823,"NA",-0.02930869565,0.143,26,0.206349,1.53042E-05,0.618889,10,0.702887,2
"No",43396335,0.0101172,3,0.011194,40.7,-14.07,-7.6997,1,59.8513,-84.2,90.15866,5.4,-0.15,233,1219,0.0926364,3.028,0.0965707,1,0.46843,0.921623,-1.111461207,1.64,103,0.384328,0.000292301,67.0828,2293,85.4082,5363
"No",33600025,0.00212387,10,0.0740741,5.63,-14.57,-5.58069,169504,55.1471,-48,49.91422,7.89,-117.24,172,792,-0.00151915,1.045,0.0556353,0.147,0.44035,99.845,-0.1162058824,0.432,47,0.348148,0.000691389,0.673901,6,1.11361,3
"No",174998180,0.146623,5,0.0265957,8.23,-7.95,-3.43643,1,27.5132,-29.1,33.9333,15.43,-495.36,227,765,0.0673661,0.229,0.0796693,0.17,0.32577,40.3128,-0.06628571429,0.145,31,0.164894,0.0331042,0.557223,9,0.163229,3
"No",10828705,0.00093184,3,0.0461538,9.01,-12.69,-5.18625,138,45.4545,-10.3,11.87542,16.49,-554.61,220,1057,0.0712923,0.252,0.0892154,0.158,0.45825,2.17418,-0.06945,0.201,15,0.230769,7.49073E-05,1.05416,9,4.0242,22
"No",59147412,0.000678914,4,0.0240964,8.33,-13.52,-5.83839,6,30.5389,-16.2,20.57883,10.12,-110.35,45,166,-0.029882,0.613,0.0359766,0.204,0.39409,1.94323,-0.22893,0.405,29,0.174699,2.45518E-05,9.08102,85,18.9839,276
"No",53311434,0.101973,69,0.0376432,8.78,-21.15,-11.5594,2,44.1658,-535,"NA",5.56,-362.86,103,1548,-0.322323,2.911,0.0246058,0.964,0.3488,91.9101,"NA","NA",443,0.24168,0.0151672,0.180477,20,0.581702,5
"No",14221122,0.0131789,2,0.0210526,11.53,-7.12,-3.69448,2,33.3333,-14.5,17.41281,3.85,-5.12,134,2558,0.212359,0.81,0.265002,0.996,0.43035,15.9706,-0.1349259259,0.293,16,0.168421,0.00158571,0.846701,10,4.85728,38
"No",248166086,0.0117985,20,0.021322,"NA",-16.38,-8.32059,40114,38.8711,-218.6,236.6969,10.17,-1839.4,288,1035,1.68226,4.443,0.940189,1,0.38595,"NA",0.4081650831,2.27,401,0.427505,0.00137866,0.24386,15,0.316097,20
"No",132327572,0.00306177,7,0.0463576,11.21,-14.02,-5.91,38473,51.3158,-44.2,47.7736,9.01,-216.68,57,211,0.00598579,0.365,0.0448237,0.242,0.35192,4.4741,-0.1012244898,0.241,35,0.231788,0.000850486,0.997179,11,1.25399,30
"No",66274622,0.000399361,1,0.0185185,10.49,-14.67,-4.77444,1554,60,-12.7,14.24649,4.77,-3.89,88,274,0.0493889,0.519,0.0757778,0.197,0.4381,12.1009,-0.3032058824,0.503,15,0.277778,5.95523E-05,1.35954,3,2.15509,4
"No",109008960,0.000266241,3,0.0245902,4.73,-8.14,-3.23654,1,30.0813,-21.3,24.79551,3.95,-23,302,1227,0.277309,2.087,0.209661,0.997,0.26726,35.8231,-0.1911417582,1.03,15,0.122951,4.00931E-05,0.918139,4,0.926902,0
"No",191418659,0,"NA","NA",15.15,-12.81,-4.15115,2,40.9449,-24.4,27.385,10.4,-131.05,474,1789,-0.000990893,0.531,0.00705509,0.031,0.40913,17.1698,-0.2812840909,0.501,25,0.198413,1.64666E-05,0.452139,5,0.452774,13
"No",44197685,"NA","NA","NA",10.04,-9.26,-4.552,1,29.5082,-6.4,7.692191,6.19,-51.63,150,840,0.26,0.516,0.444867,0.588,0.42776,74.8805,-0.09944444444,0.309,8,0.133333,1.30899E-05,15.6531,162,7.87738,78
"No",32792667,0.00865283,3,0.0247934,13.75,-8.59,-4.94621,45,34.4262,-24.4,25.92126,10.19,-138.44,274,2144,0.105745,0.531,0.163133,0.416,0.30249,13.9117,-0.1803977273,0.606,33,0.272727,0.000994194,0.237103,2,0.348712,0
"No",76521353,0.000199681,2,0.0117647,24.23,-15.26,-7.37152,1,60.2339,-60.7,64.3618,3.97,-6.64,80,185,-0.112131,1.962,0.0345301,0.797,0.3982,13.8613,-0.6703392157,1.16,28,0.164706,2.49392E-05,0.840959,13,1.70071,26
"No",58224181,0.0708621,23,0.0235415,11.38,-15.8,-8.33735,13,33.1288,-234.2,254.1199,9.06,-237.53,260,1043,0.00182733,2.88,0.0523012,0.997,0.29302,7.4457,-0.7955052758,1.86,206,0.21085,0.00976374,0.449628,48,0.0592525,5
"No",56656182,0.0133051,19,0.0320405,6.12,-16.39,-8.11382,79600,43.9394,-230.3,238.7088,9.08,-215.28,131,346,-0.0176253,1.149,0.0491011,0.989,0.34536,0.563068,-0.1252443478,0.357,202,0.340641,0.00318682,1.42312,59,0.538762,33
"No",150418630,0.0377966,73,0.0344828,5.53,-25.2,-11.2191,284651,39.3296,-515.7,"NA",9.6,-463.69,255,847,0.073607,2.173,0.104983,0.98,0.3232,0.161174,-0.310702957,1.09,537,0.253661,0.00570035,0.131379,18,0.0289911,8
"No",105085379,0.0196187,22,0.0282413,25.78,-19.98,-8.86647,1,60.5128,-321.1,335.1648,5.05,-4.1,6,133,-0.397857,2.404,0.00205345,0.136,0.41993,34.1009,-1.419563981,2.35,159,0.204108,0.00374599,0.676521,29,1.56389,255
"No",143868148,0.0088525,3,0.038961,31.37,-11.62,-3.94435,1,24.359,-6.6,9.116186,2.67,0,80,405,-0.0657574,2.036,0.00200802,0.045,0.32263,99.35,-2.079752727,2.01,21,0.272727,0.00113519,0.700431,0,0.0334212,1
"No",101826658,0.00391253,29,0.0309168,28.19,-19.69,-9.30588,1,35.4633,-200.5,219.5475,6.01,-2.39,112,876,-0.0833744,2.991,0.0184307,0.897,0.41891,13.0164,"NA","NA",182,0.19403,0.000596352,1.03364,117,0.19077,17
"No",61937357,0.000249601,4,0.0421053,"NA",-14.82,-5.49107,270,54.1667,-26,28.45628,"NA",-2264.6,58,216,0.0584012,0.064,0.406134,0.423,0.42501,"NA",-0.02154285714,0.0748,16,0.168421,0.000166363,1.33406,7,1.17048,1
"No",18034102,0.121173,5,0.0340136,5.11,-15.99,-4.13074,39421,53.3784,-48.5,51.7292,16.03,-179.39,175,487,0.0657811,0.189,0.176388,0.406,0.43815,52.8041,-0.1362597403,0.296,82,0.557823,0.0101638,1.43229,2,2.14084,7
"No",41982016,0.0378895,3,0.030303,4.69,-11.01,-4.65192,19,34,-12.3,15.16018,12.63,-441.32,112,337,0.0524438,0.208,0.090637,0.329,0.37087,2.5272,-0.03505,0.111,33,0.333333,0.00473642,1.60161,61,0.420233,2
"No",50385539,0.000199681,4,0.0325203,9.93,-13.7,-3.9404,14123,54.8387,-42.4,43.66852,5.05,-16.41,113,384,-0.133895,1.227,0.00467145,0.04,0.44331,32.9691,-0.3692580645,0.726,67,0.544715,0.00127443,8.99236,10,34.6522,17
"No",52010552,0.0019968,3,0.0254237,10.7,-9.17,-4.25966,3,33.6134,-17.1,19.53459,10.56,-84.39,41,111,0.127987,0.347,0.180236,0.446,0.33482,67.5705,-0.1097115385,0.247,17,0.144068,0.000400152,0.837269,2,1.39314,4
